,unit_ID,schools,terms,urls,count,context
0,102553,Oklahoma State University Institute of Technology,suspend capital projects,S,0,NoContext
1,102553,Oklahoma State University Institute of Technology,early retirement,https://tulsaworld.com/opinion/columnists/wayne-greene-in-response-to-a-short-term-money-problem-oklahoma-is-spending-its-future/article_0339cf07-026c-53c4-a63d-fccf5a78684d.html,1,"son wrote. “institutions are eliminating positions, furloughing faculty and staff, and implementing early retirement options. learning sites are closing. degree programs are being deleted.”   i asked "
2,102553,Oklahoma State University Institute of Technology,early retirement,https://tulsaworld.com/opinion/columnists/wayne-greene-in-response-to-a-short-term-money-problem-oklahoma-is-spending-its-future/article_0339cf07-026c-53c4-a63d-fccf5a78684d.html,1,"ors state college in warner and muskogee, southeastern and tulsa community college are implementing early retirement options.  cameron university in lawton, connors, and northeastern oklahoma a&m coll"
3,102553,Oklahoma State University Institute of Technology,early retirement,https://www.meridiantech.edu/energy-and-power-program-opening-doors-to-careers-for-students/,1,"d for 22 years at a telecommunications company before he took advantage of a company-wide voluntary early retirement offer from new ownership. during this time off, he heard about the program that sta"
4,102553,Oklahoma State University Institute of Technology,early retirement,http://www.garykelleyafs.com/obituary/james-frazier,0,NoContext
5,102553,Oklahoma State University Institute of Technology,early retirement,https://sapulpatimes.com/recently-retired-deputy-superintendent-offers-some-answers/,1," even has a plan for developing a bass lure concept.  “the timing was just right,” smith said.  the early retirement does mean some extra dollars for an impacted local school budget that could prevent"
6,102614,University of South Carolina-Upstate,new scholarships,https://www.unigo.com/category/scholarships/by-college/university-of-south-carolina-union-scholarships,0,NoContext
7,102553,Oklahoma State University Institute of Technology,new scholarships,https://osuit.edu/financial-aid/scholarships.php,0,NoContext
8,102553,Oklahoma State University Institute of Technology,new scholarships,https://osuit.edu/financial-aid/index.php,0,NoContext
9,102553,Oklahoma State University Institute of Technology,new scholarships,https://www.unigo.com/category/scholarships/by-college/east-central-university-scholarships,0,NoContext
10,102553,Oklahoma State University Institute of Technology,new scholarships,https://www.pltw.org/experience-pltw/student-opportunities,0,NoContext
11,102553,Oklahoma State University Institute of Technology,deferred maintenance,https://osuit.edu/,0,NoContext
12,102553,Oklahoma State University Institute of Technology,deferred maintenance,https://www.usnews.com/best-colleges/osu-okmulgee-3172,0,NoContext
13,102553,Oklahoma State University Institute of Technology,deferred maintenance,https://osuit.edu/degrees.php,0,NoContext
14,102553,Oklahoma State University Institute of Technology,deferred maintenance,http://www.aplu.org/library/a-national-study-of-capital-infrastructure--deferred-maintenance-at-schools-of-agriculture/file,0,NoContext
15,102553,Oklahoma State University Institute of Technology,deferred maintenance,https://www.hollandhart.com/the-great-american-outdoors-act-becomes-law,0,NoContext
16,102553,Oklahoma State University Institute of Technology,increase athletics spending,https://www.chicagotribune.com/sports/college/ct-athletic-facilities-expenses-20151222-story.html,0,NoContext
17,102553,Oklahoma State University Institute of Technology,increase athletics spending,https://www.insidehighered.com/news/2020/05/18/coronavirus-live-updates-archive-may-18-may-24,0,NoContext
18,102553,Oklahoma State University Institute of Technology,increase athletics spending,http://chronicle.com/article/have-money-will-travel-the/28750,0,NoContext
19,102614,University of South Carolina-Upstate,suspend capital projects,https://greenvillejournal.com/news/landing-southwest-is-paying-off/,0,NoContext
20,102553,Oklahoma State University Institute of Technology,administrative budget cuts,https://www.insidehighered.com/news/2020/04/10/colleges-announce-furloughs-and-layoffs-financial-challenges-mount,0,NoContext
21,102553,Oklahoma State University Institute of Technology,administrative budget cuts,https://www.sciencemag.org/news/2020/02/trump-s-new-budget-cuts-all-favored-few-science-programs,0,NoContext
22,102553,Oklahoma State University Institute of Technology,administrative budget cuts,https://www.americanprogress.org/issues/education-postsecondary/reports/2020/06/11/485963/mounting-peril-public-higher-education-coronavirus-pandemic/,0,NoContext
23,102553,Oklahoma State University Institute of Technology,administrative budget cuts,https://www.npr.org/sections/health-shots/2017/03/16/520390147/trump-administration-proposes-big-cuts-in-medical-research,0,NoContext
24,102553,Oklahoma State University Institute of Technology,administrative budget cuts,https://www.americanprogress.org/issues/education-k-12/reports/2018/09/20/457750/fixing-chronic-disinvestment-k-12-schools/,0,NoContext
25,102553,Oklahoma State University Institute of Technology,administrative budget cuts,https://www.nytimes.com/2019/12/28/climate/trump-administration-war-on-science.html,0,NoContext
26,102614,University of South Carolina-Upstate,deferred maintenance,https://www.sc.edu/uofsc/posts/2020/04/board_meeting_april_24.php,1,"staff gateway  parents & families gateway  alumni gateway          uofsc board of trustees approves deferred maintenance projects, new vp for communications   posted on: april 26, 2020; updated on: ap"
27,102614,University of South Carolina-Upstate,deferred maintenance,https://www.sc.edu/uofsc/posts/2020/04/board_meeting_april_24.php,1,"education;  a gift agreement establishing the lee and brad poole aquatic center at usc upstate.     deferred maintenance projects continue, some new projects delayed  in a cost-savings measure to miti"
28,102614,University of South Carolina-Upstate,deferred maintenance,https://www.sc.edu/uofsc/posts/2020/04/board_meeting_april_24.php,1,"elay several construction projects, including campus village. some critical
                        deferred maintenance projects were approved, including:   new roof and chiller for the school of med"
29,102614,University of South Carolina-Upstate,deferred maintenance,https://www.newsbreak.com/south-carolina/columbia/news/1554674650559/uofsc-board-of-trustees-approves-deferred-maintenance-projects-new-vp-for-communications,1,"arolina state columbia uofsc board of trustees approves deferre... uofsc board of trustees approves deferred maintenance projects, new vp for communications sc.edu | 04-26 the university of south caro"
30,102553,Oklahoma State University Institute of Technology,voluntary furlough,https://www.stwnewspress.com/sports/osu-athletics-announces-pay-cuts-furloughs-to-slash-13-million-from-budget/article_c10fb2f2-f2d2-11ea-bc7d-f7ac38c48b79.html,0,NoContext
31,102553,Oklahoma State University Institute of Technology,voluntary furlough,https://www.forbes.com/sites/michaeltnietzel/2020/05/04/more-than-a-dozen-additional-universities-begin-furloughs-affecting-thousands-of-staff/,0,NoContext
32,102553,Oklahoma State University Institute of Technology,voluntary furlough,https://www.koco.com/article/osu-athletics-department-announces-cuts-layoffs-brought-on-by-pandemic/33971383,0,NoContext
33,102553,Oklahoma State University Institute of Technology,voluntary furlough,https://www.duncanbanner.com/news/osu-athletics-announces-pay-cuts-furloughs-to-slash-13-million-from-budget/article_686da150-9755-5a20-bb63-0f48ebacc4ab.html,0,NoContext
34,102614,University of South Carolina-Upstate,expand financial aid,https://www.sc.edu/uofsc/posts/2020/03/prisma_uofsc_collaboration_covid19.php,0,NoContext
35,102553,Oklahoma State University Institute of Technology,expand financial aid,https://osuit.edu/it/network-infrastructure.php,0,NoContext
36,102553,Oklahoma State University Institute of Technology,expand financial aid,https://www.okhighered.org/research/,0,NoContext
37,102553,Oklahoma State University Institute of Technology,expand financial aid,https://www.usnews.com/best-colleges/osu-okmulgee-3172/paying,0,NoContext
38,102553,Oklahoma State University Institute of Technology,expand financial aid,https://www.wosc.edu/index.php?page=financial-assistance,0,NoContext
39,102614,University of South Carolina-Upstate,add sport,https://gamecocksonline.com/staff.aspx,0,NoContext
40,102614,University of South Carolina-Upstate,add sport,https://gamecocksonline.com/,0,NoContext
41,102553,Oklahoma State University Institute of Technology,retirement incentives,https://myarmybenefits.us.army.mil/benefit-library/state/territory-benefits/oklahoma,0,NoContext
42,102553,Oklahoma State University Institute of Technology,retirement incentives,https://www.okhighered.org/studies-reports/citizens-comm/final-recs.shtml,0,NoContext
43,102553,Oklahoma State University Institute of Technology,add new athletic programs,https://www.okhighered.org/news-center/rbpea-program-2018.shtml,0,NoContext
44,102553,Oklahoma State University Institute of Technology,add new athletic programs,https://www.geico.com/save/discounts/organization-member/alumni-and-universities/,0,NoContext
45,102553,Oklahoma State University Institute of Technology,eliminate administrative departments,https://www.higheredjobs.com/institution/search.cfm?university=oklahoma%20state%20university%20institute%20of%20technology,0,NoContext
46,102553,Oklahoma State University Institute of Technology,eliminate administrative departments,https://osuit.libguides.com/recordsretention,0,NoContext
47,102553,Oklahoma State University Institute of Technology,eliminate administrative departments,https://www.americanprogress.org/issues/healthcare/reports/2020/07/14/487610/administrative-actions-reverse-sabotage-lower-costs-aca-marketplaces/,0,NoContext
48,102553,Oklahoma State University Institute of Technology,postpone maintenance,https://www.washingtonpost.com/education/2020/03/20/heres-list-colleges-postponing-deadline-accept-admission-offers-because-coronavirus/,0,NoContext
49,102553,Oklahoma State University Institute of Technology,postpone maintenance,https://ati.osu.edu/,0,NoContext
50,102614,University of South Carolina-Upstate,voluntary furlough,https://www.wltx.com/article/news/health/coronavirus/clemson-university-enacts-furlough-through-end-of-2020-due-to-coronavirus-covid19/101-4014f9d9-bed3-42de-b8a1-ba3a25ed7145,0,NoContext
51,102614,University of South Carolina-Upstate,voluntary furlough,https://www.greenvilleonline.com/story/news/2020/05/19/university-south-carolina-president-coaches-take-pay-cuts/5222472002/,0,NoContext
52,102614,University of South Carolina-Upstate,voluntary furlough,https://www.wyff4.com/article/plans-announced-for-uofsc-graduation-some-employees-take-pay-reductions/32601362,0,NoContext
53,102614,University of South Carolina-Upstate,buyouts,https://www.postandcourier.com/sports/gamecocks-ad-ray-tanner-receives-contract-extension/article_740a3dac-6aab-11e9-925e-63baded539b7.html,0,NoContext
54,102614,University of South Carolina-Upstate,retirement incentives,http://www.ipspr.sc.edu/grs/sccep/articles/tourism.htm,0,NoContext
55,102614,University of South Carolina-Upstate,administrative budget cuts,https://www.cnn.com/2014/03/09/politics/university-budget-cuts-gay-literature-south-carolina/index.html,0,NoContext
56,102614,University of South Carolina-Upstate,administrative budget cuts,https://www.npr.org/2014/05/09/310726247/gay-friendly-book-selections-put-college-funding-at-risk,0,NoContext
57,102614,University of South Carolina-Upstate,administrative budget cuts,https://www.nas.org/articles/caught_with_gay_books_south_carolina_punishes_colleges_for_freshman_reading,0,NoContext
58,102614,University of South Carolina-Upstate,administrative budget cuts,https://world.wng.org/2014/05/constitution_classes_not_replacing_gender_studies_at_south_carolina_college,0,NoContext
59,102614,University of South Carolina-Upstate,early retirement,https://sc.edu/study/colleges_schools/medicine_greenville/index.php,0,NoContext
60,102632,Pennsylvania State University-Penn State Erie-Behrend College,add sport,https://behrend.psu.edu/,0,NoContext
61,102632,Pennsylvania State University-Penn State Erie-Behrend College,add sport,https://psblions.com/,0,NoContext
62,102632,Pennsylvania State University-Penn State Erie-Behrend College,add sport,https://www.psblions.com/sports/sball/index,0,NoContext
63,102632,Pennsylvania State University-Penn State Erie-Behrend College,add sport,https://www.psblions.com/information/sports_information/index,0,NoContext
64,102632,Pennsylvania State University-Penn State Erie-Behrend College,add sport,https://news.psu.edu/story/494259/2017/11/14/athletics/behrend-student-athletes-excel-uniform-and-classroom,0,NoContext
65,102632,Pennsylvania State University-Penn State Erie-Behrend College,suspend capital projects,https://www.opp.psu.edu/planningdesignconstruction/project-bidsproposals,0,NoContext
66,102632,Pennsylvania State University-Penn State Erie-Behrend College,suspend capital projects,https://news.psu.edu/story/148120/2012/07/03/erie-water-works-asks-campus-reduce-water-use,0,NoContext
67,102632,Pennsylvania State University-Penn State Erie-Behrend College,suspend capital projects,https://behrend.psu.edu/school-of-engineering,0,NoContext
68,102632,Pennsylvania State University-Penn State Erie-Behrend College,suspend capital projects,https://www.britannica.com/topic/pennsylvania-state-university,0,NoContext
69,102632,Pennsylvania State University-Penn State Erie-Behrend College,suspend capital projects,https://www.timesonline.com/news/local_news/ccbc-announces-presidential-finalists/article_b12e7ac1-7883-5cb0-b1f2-1b0a85422669.html,0,NoContext
70,102632,Pennsylvania State University-Penn State Erie-Behrend College,postpone maintenance,https://behrend.psu.edu/faculty-staff,0,NoContext
71,102632,Pennsylvania State University-Penn State Erie-Behrend College,postpone maintenance,https://bursar.psu.edu/payment-options/,0,NoContext
72,102632,Pennsylvania State University-Penn State Erie-Behrend College,offer scholarship,https://news.psu.edu/story/541717/2018/10/15/academics/new-behrend-partnership-will-provide-scholarships-and-research,0,NoContext
73,102632,Pennsylvania State University-Penn State Erie-Behrend College,offer scholarship,https://behrend.psu.edu/academics/academic-programs/study-abroad/financial-aid-and-scholarships,1,"provided to eligible students.  certain programs, such as those provided through ies and ciee, also offer scholarships based on merit, need, and other factors.  if you plan to transfer to another camp"
74,102632,Pennsylvania State University-Penn State Erie-Behrend College,expand financial aid,https://behrend.psu.edu/alumni/giving-to-behrend,0,NoContext
75,102632,Pennsylvania State University-Penn State Erie-Behrend College,expand financial aid,https://behrend.psu.edu/story/18072/2013/01/23/new-scholarships-increase-funding-students-disabilities,0,NoContext
76,102632,Pennsylvania State University-Penn State Erie-Behrend College,add new athletic programs,https://www.psblions.com/information/hall_of_fame/2012_hall_of_fame/dr._john_m._lilley,0,NoContext
77,102632,Pennsylvania State University-Penn State Erie-Behrend College,add new athletic programs,https://bulletins.psu.edu/undergraduate/campuses/,0,NoContext
78,102632,Pennsylvania State University-Penn State Erie-Behrend College,add new athletic programs,https://news.psu.edu/headlines/behrend-track-and-field-teams-finish-seasons-suny-cortland/575426/2019-05-22,0,NoContext
79,102632,Pennsylvania State University-Penn State Erie-Behrend College,add new athletic programs,https://www.collegian.psu.edu/sports/article_1e8f20d8-f621-11ea-bc30-537bc0606d2b.html,0,NoContext
80,102632,Pennsylvania State University-Penn State Erie-Behrend College,voluntary furlough,https://behrend.psu.edu/academics,0,NoContext
81,102632,Pennsylvania State University-Penn State Erie-Behrend College,voluntary furlough,https://www.uwp.org/press-release/united-way-of-pennsylvania-presents-keystone-spirit-of-the-united-way-award-to-erie-county-resident-thomas-b-hagen/,0,NoContext
82,102632,Pennsylvania State University-Penn State Erie-Behrend College,increase student financial aid,https://behrend.psu.edu/tuition-and-financial-aid,0,NoContext
83,102632,Pennsylvania State University-Penn State Erie-Behrend College,increase student financial aid,https://news.psu.edu/story/154398/2011/10/17/efforts-garner-600000-nsf-grant-1-million-scholarships,0,NoContext
84,102553,Oklahoma State University Institute of Technology,deferred capital projects,https://www.greateroklahomacity.com/news/,0,NoContext
85,102298,St Bonaventure University,deferred maintenance,https://www.sbu.edu/academics/sport-studies/faculty-and-staff/brawdy-paul,1,"service on many committees including    school of education dean’s council, 2002-present  athletics deferred maintenance committee, 2007  bona voyageur advisor, 2005-2006  ski team advisor, 2004-06  s"
86,102298,St Bonaventure University,deferred maintenance,https://www.sbu.edu/life-at-sbu/student-services/technology-services,0,NoContext
87,102298,St Bonaventure University,deferred maintenance,https://sbu.edu/jobs-at-sbu,0,NoContext
88,102298,St Bonaventure University,deferred maintenance,https://sbu.edu/academics/online-programs,0,NoContext
89,102298,St Bonaventure University,deferred maintenance,https://www.usnews.com/best-colleges/st-bonaventure-university-2817,0,NoContext
90,102298,St Bonaventure University,deferred maintenance,https://www1.appa.org/jobexpress/joblistings.cfm?jobposting_id=2301,1,n and evolution of this plan to include assisting with prioritization of utility infrastructure and deferred maintenance to preclude facility/infrastructure failures from impacting academic mission of
91,102298,St Bonaventure University,deferred maintenance,https://www.commonapp.org/explore/st-bonaventure-university,0,NoContext
92,102298,St Bonaventure University,deferred capital projects,https://www.sbu.edu/academics/schools-at-sbu/school-of-business,0,NoContext
93,102298,St Bonaventure University,deferred capital projects,https://www.post-journal.com/news/local-news/2014/02/cattaraugus-county-ida-gets-behind-three-more-projects/,0,NoContext
94,102298,St Bonaventure University,deferred capital projects,https://www.gmac.com/why-gmac/gmac-news/gmnews/2012/february/biz-buzz-whats-new-in-graduate-management-education,0,NoContext
95,102298,St Bonaventure University,deferred capital projects,http://archives.sbu.edu/academics/jmc_capstone_projects.htm,0,NoContext
96,102298,St Bonaventure University,postpone maintenance,https://www.sbu.edu/covid-19,0,NoContext
97,102298,St Bonaventure University,postpone maintenance,https://www.princetonreview.com/college/st-bonaventure-university-1024142,0,NoContext
98,102298,St Bonaventure University,offer scholarship,https://www.sbu.edu/affordability/freshman-transfer-scholarships,1,"olarship in keeping with the goals of franciscan education, the friars of st bonaventure university offer scholarships through the contributed services of the friars. this scholarship fund recognizes "
99,102298,St Bonaventure University,offer scholarship,https://catalog.sbu.edu/undergraduate/financial-aid/,1,"arship  in keeping with the goals of franciscan education, the friars of st. bonaventure university offer scholarships funded through the contributed services of the friars.  this scholarship fund rec"
100,102298,St Bonaventure University,offer scholarship,https://www.collegegreenlight.com/meritscholarships/st.-bonaventure-university-195164,0,NoContext
101,102298,St Bonaventure University,offer scholarship,https://www.sbu.edu/affordability,0,NoContext
102,102298,St Bonaventure University,offer scholarship,https://www.ncsasports.org/athletic-scholarships/womens-swimming/new-york/st-bonaventure-university,0,NoContext
