,index,unit_ID,school,term,url,metadata_date
176,176,102632,Quinnipiac University,faculty cuts,https://www.forbes.com/sites/michaeltnietzel/2020/07/01/june-brought-more-layoffs-and-growing-faculty-pushback/,No meta date
177,177,102632,Quinnipiac University,faculty cuts,https://quchronicle.com/70035/opinion/letter-to-the-editor-17/,No meta date
178,178,102632,Quinnipiac University,salary reductions,https://q30tv.com/news/q30-newscast/covid-19-impacts-quinnipiac-faculty-and-staff-salaries/,['2020-03-25T06:34:02+00:00']
179,179,102632,Quinnipiac University,lower tuition,https://www.usnews.com/best-colleges/quinnipiac-university-1402/paying,No meta date
180,180,102632,Quinnipiac University,lower tuition,https://www.qu.edu/student-resources/health-campus-safety/coronavirus.html,No meta date
181,181,102632,Quinnipiac University,lower tuition,https://www.usnews.com/best-colleges/quinnipiac-university-1402,No meta date
182,182,102632,Quinnipiac University,lower tuition,https://parents.qu.edu/finances/tuition-fees.html,No meta date
183,183,102632,Quinnipiac University,lower tuition,https://www.newsbreak.com/news/0piratsa/quinnipiac-faces-covid-related-class-action-over-tuition-expenses,No meta date
184,184,102632,Quinnipiac University,lower tuition,https://www.prepscholar.com/sat/s/colleges/quinipiac-tuition-financial-aid,No meta date
185,185,102632,Quinnipiac University,lower tuition,https://www.courant.com/coronavirus/hc-news-coronavirus-quinnipiac-student-lawsuit-20200608-ub4zfxprj5ewtdgzi5bio3zoyi-story.html,No meta date
186,186,102632,Quinnipiac University,lower tuition,https://www.collegesimply.com/colleges/connecticut/quinnipiac-university/price/,No meta date
187,187,102632,Quinnipiac University,freeze tuition,https://www.qu.edu/tuition-and-financial-aid.html,No meta date
188,188,102632,Quinnipiac University,freeze tuition,https://parents.qu.edu/finances/accelerated-dual-degree-programs-financial-policy.html,No meta date
189,189,102632,Quinnipiac University,freeze tuition,https://careers.qu.edu/,No meta date
190,190,102632,Quinnipiac University,freeze tuition,https://www.wksu.org/news/story/43340,No meta date
191,191,102632,Quinnipiac University,freeze tuition,https://www.nytimes.com/2020/03/25/us/politics/colleges-universities-coronavirus.html,['6/18/2020 7:31:17 PM']
192,192,102632,Quinnipiac University,decrease tuition,https://www.classaction.org/news/quinnipiac-university-faces-class-action-seeking-tuition-fees-refunds-for-spring-2020-semester,No meta date
193,193,102632,Quinnipiac University,decrease tuition,https://www.newsbreak.com/news/0pib2hql/quinnipiac-sued-for-tuition-refund,No meta date
194,194,102632,Quinnipiac University,reduce tuition,http://www.courant.com/hc-xpm-2011-08-03-hc-business-schools-0802-20110803-story.html,No meta date
195,195,102632,Quinnipiac University,tenure,https://career.qu.edu/cw/en-us/listing/?jobnotfound=true,No meta date
196,196,102632,Quinnipiac University,tenure,https://www.collegefactual.com/colleges/quinnipiac-university/academic-life/faculty-composition/,['2013-02-20']
197,197,102632,Quinnipiac University,tenure,https://www.courant.com/community/hc-ugc-article-quinnipiac-university-grants-tenure-to-seven-2015-08-27-story.html,No meta date
198,198,102632,Quinnipiac University,tenure,https://www.higheredjobs.com/institution/search.cfm?university=quinnipiac%20university,No meta date
199,199,102632,Quinnipiac University,tenure,http://careers.pageuppeople.com/871/ci/en-us/job/493207/fulltime-tenuretrack-faculty-broadcast-journalism,No meta date
200,200,102632,Quinnipiac University,tenure,https://www.qu.edu/today/coronavirus-update-04282020.html,No meta date
201,201,102632,Quinnipiac University,tenure,http://careers.pageuppeople.com/871/ci/en-us/job/492878/fulltime-tenure-track-faculty-finance,No meta date
202,202,102632,Quinnipiac University,tenure,https://connect.aom.org/community/messages/viewthread?groupid=415&mid=179539&communitykey=7f2497ff-7ca5-485b-8bb8-b1c59477b677&tab=digestviewer&returnurl=%2fcommunity%2fmessages,No meta date
203,203,102632,Quinnipiac University,tenure,http://www.digra.org/job-full-time-tenure-track-faculty-game-design-development-quinnipiac-university/,No meta date
204,204,102632,Quinnipiac University,reduce benefits,https://poll.qu.edu/national/release-detail?releaseid=882,No meta date
205,205,102632,Quinnipiac University,reduce benefits,https://quonline.quinnipiac.edu/financial-aid-and-tuition/military-benefits.php,No meta date
206,206,102632,Quinnipiac University,increase benefits,https://poll.qu.edu/national/release-detail?releaseid=1993,No meta date
207,207,102632,Quinnipiac University,increase benefits,https://careers.qu.edu/benefits.html,No meta date
208,208,102632,Quinnipiac University,increase benefits,https://www.pullcom.com/newsroom-pressreleases-press-release-aclu-of-connecticut-and-quinnipiac-university-reach-settlement-in-historic-title-ix-case,No meta date
209,209,102632,Quinnipiac University,increase pay,https://poll.qu.edu/florida/release-detail?releaseid=2630,No meta date
210,210,102632,Quinnipiac University,increase pay,https://www.qu.edu/schools/communications/programs/ms-public-relations.html,No meta date
211,211,102632,Quinnipiac University,increase pay,https://parents.qu.edu/finances.html,No meta date
212,212,102632,Quinnipiac University,increase pay,https://www.qu.edu/schools/health-sciences/programs/mhs-advanced-medical-imaging-leadership.html,No meta date
213,213,102632,Quinnipiac University,increase pay,https://www.collegecalc.org/colleges/connecticut/quinnipiac-university/,No meta date
214,214,102632,Quinnipiac University,increase pay,https://www.floridatrend.com/article/27123/lorida-voters-support-almost-4-1-minimum-wage-hike-quinnipiac-university-poll-finds-voters-split-on-making-felons-pay-fines-before-voting,['2020-03-24T02:00:13-0400']
215,215,102632,Quinnipiac University,increase pay,https://www.courant.com/education/hc-quinnipiac-yale-college-presidents-pay-20171211-story.html,No meta date
216,216,102632,Quinnipiac University,faculty advancements,https://alumni.qu.edu/s/1656/gid2/17/interior.aspx?sid=1656&gid=2&pgid=1703,No meta date
217,217,102632,Quinnipiac University,faculty advancements,https://www.qu.edu/schools/medicine/faculty.html,No meta date
218,218,102632,Quinnipiac University,faculty advancements,https://gobobcats.com/staff.aspx,No meta date
219,219,102632,Quinnipiac University,faculty advancements,https://netterfacultypartners.qu.edu/faculty-development.html,No meta date
220,220,102632,Quinnipiac University,new scholarships,http://newhavenpromise.org/quinnipiac-announces-new-scholarship-for-promise-scholars/,No meta date
221,221,102632,Quinnipiac University,new scholarships,https://alumni.qu.edu/s/1656/giving/interior.aspx?sid=1656&gid=2&pgid=1702,No meta date
222,222,102632,Quinnipiac University,new scholarships,https://quonline.quinnipiac.edu/financial-aid-and-tuition/financial-aid/scholarships.php,No meta date
223,223,102632,Quinnipiac University,new scholarships,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-grade-level/high-school-scholarships/quinnipiac-university-freshmen-academic-scholarships/,No meta date
224,224,102632,Quinnipiac University,new scholarships,https://www.collegefactual.com/colleges/quinnipiac-university/paying-for-college/financial-aid/,No meta date
225,225,102632,Quinnipiac University,new scholarships,https://www.ctinsider.com/new-haven/nhregister/article/quinnipiac-university-commits-to-new-haven-14539152.php,No meta date
226,226,102632,Quinnipiac University,new scholarships,https://authorityscholarships.com/quinnipiac-university-scholarships/,['2013-02-20']
227,227,102632,Quinnipiac University,new scholarships,https://www.wtnh.com/news/new-haven-promise-partners-with-quinnipiac-for-new-scholarship-program/,No meta date
228,228,102632,Quinnipiac University,promotions,https://gobobcats.com/sports/2018/11/6/promotions-and-upcoming-events.aspx,No meta date
229,229,102632,Quinnipiac University,promotions,https://poll.qu.edu/national/release-detail?releaseid=1307,No meta date
230,230,102632,Quinnipiac University,promotions,https://parents.qu.edu/resources/dining-plans.html,No meta date
231,231,102632,Quinnipiac University,promotions,https://www.qu.edu/schools/communications/programs/ba-advertising-integrated-communications.html,No meta date
232,232,102632,Quinnipiac University,promotions,https://community.chronicle.com/people/158749-matthew-calcagni/profile,No meta date
233,233,102632,Quinnipiac University,promotions,https://www.qu.edu/student-resources/health-campus-safety.html,No meta date
234,234,102632,Quinnipiac University,promotions,https://alumni.qu.edu/s/1656/gid2/17/interior.aspx?sid=1656&gid=2&pgid=2570,No meta date
235,235,102632,Quinnipiac University,promotions,https://www.qu.edu/on-campus/institutes-centers/central-european-institute.html,No meta date
236,236,102632,Quinnipiac University,staff support programs,https://www.qu.edu/student-resources/academic-support.html,No meta date
237,237,102632,Quinnipiac University,staff support programs,https://www.qu.edu/on-campus/institutes-centers/center-teaching-learning.html,No meta date
238,238,102632,Quinnipiac University,staff support programs,https://www.qu.edu/schools/law/faculty.html,No meta date
239,239,102632,Quinnipiac University,staff support programs,https://quonline.quinnipiac.edu/online-learning-experience/support-services.php,No meta date
240,240,102632,Quinnipiac University,staff support programs,https://parents.qu.edu/get-involved.html,No meta date
241,241,102632,Quinnipiac University,expand financial aid,https://www.courant.com/news/connecticut/hc-xpm-2006-02-14-0602140765-story.html,No meta date
242,242,102632,Quinnipiac University,expand financial aid,https://www.nhregister.com/news/article/quinnipiac-university-s-growth-means-millions-13726656.php,No meta date
243,243,102632,Quinnipiac University,expand financial aid,https://www.qu.edu/graduate-tuition-financial-aid.html,['2019-03-29T21:52:04Z']
244,244,102632,Quinnipiac University,expand financial aid,https://quonline.quinnipiac.edu/online-programs/online-graduate-programs,No meta date
245,245,102632,Quinnipiac University,expand financial aid,https://quonline.quinnipiac.edu/,No meta date
246,246,102632,Quinnipiac University,salary increase,https://www.qu.edu/schools/business/programs/mba/online-mba.html,['2020-03-24T02:00:13-0400']
247,247,102632,Quinnipiac University,salary increase,https://www.businessinsider.com/the-highest-paid-us-college-and-university-presidents-2019-5,['20200330081905']
248,248,102632,Quinnipiac University,salary increase,https://myq.quinnipiac.edu/welcome/hr/documents/performance%20appraisal%20forms/merit%20increase%20process%20guidelines.(04)%2014%20font%20(002).rtf,No meta date
249,249,102632,Quinnipiac University,salary increase,https://data.chronicle.com/130226/quinnipiac-university/faculty-salaries/,No meta date
250,250,102632,Quinnipiac University,salary increase,http://www.boston.com/news/education/higher/articles/2010/11/15/college_chiefs_salaries_increase/,No meta date
251,251,102632,Quinnipiac University,increase student financial aid,https://www.qu.edu/schools/medicine/financial-aid.html,No meta date
252,252,102632,Quinnipiac University,increase student financial aid,https://www.qu.edu/schools/law/financial-aid.html,No meta date
253,253,102632,Quinnipiac University,increase student financial aid,https://edmit.me/college/quinnipiac-university-connecticut/,No meta date
254,254,102553,University of Denver,suspend retirement contributions,https://giftplanning.du.edu/cares-act,No meta date
255,255,102553,University of Denver,suspend retirement contributions,https://petersonrudgersgroup.com/blog/round-up-of-higher-education-financial-planning-related-to-covid-19/,['2020-05-12T16:44:11+00:00']
256,256,102553,University of Denver,suspend retirement contributions,https://www.denverpost.com/2020/09/30/du-suspends-swimming-diving-athletes-off-campus-party/,No meta date
257,257,102553,University of Denver,suspend retirement contributions,https://give.du.edu/,No meta date
258,258,102553,University of Denver,suspend retirement contributions,https://www.insidehighered.com/news/2020/03/26/zoombombers-disrupt-online-classes-racist-pornographic-conten?page=845,['2020-09-30T23:06:26+00:00']
259,259,102298,East Georgia State College,layoff faculty,http://www.ega.edu/,No meta date
260,260,102298,East Georgia State College,layoff faculty,https://www.ajc.com/news/local/list-the-impact-college-cuts/9hqqirgxmnbrmid8xyvfgj/,No meta date
261,261,102298,East Georgia State College,layoff faculty,https://myegsc.ega.edu/,No meta date
262,262,102298,East Georgia State College,faculty cuts,http://www.ega.edu/augusta,No meta date
263,263,102298,East Georgia State College,faculty cuts,https://www.wrdw.com/content/news/georgia-regents-approve-furloughs-staff-cuts--570274401.html,No meta date
264,264,102298,East Georgia State College,faculty cuts,https://gbpi.org/georgias-education-cuts-a-growing-burden-for-low-income-students/,['2017-09-27T21:10:06+00:00']
265,265,102298,East Georgia State College,reduce tuition,http://www.ega.edu/pages/general-pages/monthly_payment_plan,No meta date
266,266,102298,East Georgia State College,pay cuts,https://www.ega.edu/pages/general-pages/sga_constitution,No meta date
267,267,102298,East Georgia State College,pay cuts,http://www.ega.edu/library/,No meta date
268,268,102298,East Georgia State College,pay cuts,https://patch.com/georgia/across-ga/georgia-colleges-universities-project-cutting-1900-jobs,No meta date
269,269,102298,East Georgia State College,reduce benefits,http://www.ega.edu/programs/bachelor_of_arts_in_fire_and_emergency_services,No meta date
270,270,102298,East Georgia State College,lower tuition,http://www.ega.edu/pages/general-pages/bomb_threat,No meta date
271,271,102298,East Georgia State College,suspend retirement contributions,https://hr.gsu.edu/service-centers/benefits/active-employees/,No meta date
272,272,102298,East Georgia State College,staff support programs,http://gcdd.org/our-mission/our-supported-programs/105-general-content/3056-inclusive-post-secondary-education-ipse.html,No meta date
273,273,102298,East Georgia State College,tenure,https://careers.insidehighered.com/jobs/tenured-and-tenure-track/swainsboro/,No meta date
274,274,102298,East Georgia State College,tenure,http://www.ega.edu/hr/,No meta date
275,275,102298,East Georgia State College,tenure,https://careers.insidehighered.com/jobs/life-sciences/tenured-and-tenure-track/georgia/,No meta date
276,276,102298,East Georgia State College,new scholarships,http://www.ega.edu/scholarships,No meta date
277,277,102298,East Georgia State College,new scholarships,https://www.ncsasports.org/athletic-scholarships/baseball/georgia/east-georgia-college,No meta date
278,278,102298,East Georgia State College,new scholarships,http://www.ega.edu/correll,No meta date
279,279,102298,East Georgia State College,new scholarships,http://www.free-4u.com/colleges/east-georgia-state-college.html,No meta date
280,280,102298,East Georgia State College,salary increase,https://www.ajc.com/news/local-education/pay-raises-again-this-year-for-college-presidents/zndi6ki85vji5jrq8etyxh/,No meta date
281,281,102298,East Georgia State College,increase student financial aid,https://www.ega.edu/qep,No meta date
282,282,102298,East Georgia State College,increase student financial aid,http://www.ega.edu/finaid/veteransadmin.htm,No meta date
283,283,102298,East Georgia State College,expand financial aid,http://www.ega.edu/articles,No meta date
284,284,102298,East Georgia State College,expand financial aid,https://www.collegetransfer.org/eastgeorgiacollege/transferprofile/tabid/145/default.aspx,No meta date
285,285,100663,Pennsylvania State University-Penn State Brandywine,layoff faculty,https://www.brandywine.psu.edu/,No meta date
286,286,100663,Pennsylvania State University-Penn State Brandywine,layoff faculty,https://www.brandywine.psu.edu/faculty-staff,No meta date
287,287,100663,Pennsylvania State University-Penn State Brandywine,layoff faculty,https://www.psubrandywineathletics.com/landing/index,No meta date
288,288,100663,Pennsylvania State University-Penn State Brandywine,layoff faculty,https://www.brandywine.psu.edu/academics/faculty,No meta date
289,289,100663,Pennsylvania State University-Penn State Brandywine,layoff faculty,https://news.psu.edu/headlines/brandywine-athletics-week-review-march-26%e2%80%93april-1/513565/2018-04-02/html,No meta date
290,290,100663,Pennsylvania State University-Penn State Brandywine,layoff faculty,https://ballotpedia.org/higher_education_in_pennsylvania,No meta date
291,291,100663,Pennsylvania State University-Penn State Brandywine,reduce faculty,https://www.brandywine.psu.edu/faculty-staff/human-resources,No meta date
292,292,100663,Pennsylvania State University-Penn State Brandywine,reduce faculty,https://news.psu.edu/headlines/brandywines-cub-board-book-marks-century-abington-award-winning-chamber-orchestra-perform,No meta date
293,293,100663,Pennsylvania State University-Penn State Brandywine,reduce faculty,https://www.brandywine.psu.edu/academics/bachelors-degrees/business/faculty,['2014-08-21T16:11:05+00:00']
294,294,100663,Pennsylvania State University-Penn State Brandywine,faculty laid off,https://www.brandywine.psu.edu/academics,No meta date
295,295,100663,Pennsylvania State University-Penn State Brandywine,faculty laid off,https://www.geosociety.org/awards/09speeches/biggs.htm,No meta date
296,296,100663,Pennsylvania State University-Penn State Brandywine,faculty laid off,https://schuylkill.psu.edu/,No meta date
297,297,100663,Pennsylvania State University-Penn State Brandywine,faculty laid off,https://hr.psu.edu/benefits/educational-privileges,No meta date
298,298,100663,Pennsylvania State University-Penn State Brandywine,salary reductions,https://bursar.psu.edu/payment-options/,No meta date
299,299,100663,Pennsylvania State University-Penn State Brandywine,cut faculty,https://news.psu.edu/story/304139/2014/02/14/brandywine-professors-incorporate-cutting-edge-technology-curriculum,No meta date
300,300,100663,Pennsylvania State University-Penn State Brandywine,cut faculty,https://news.psu.edu/headlines/brandywine%e2%80%99s-orchard-hall-earns-leed-silver-certification-sustainability/508366/2018-03-05,No meta date
301,301,100663,Pennsylvania State University-Penn State Brandywine,reduce benefits,https://www.brandywine.psu.edu/story/5732/2017/04/12/financing-college-wheres-money-campus-connection,No meta date
302,302,100663,Pennsylvania State University-Penn State Brandywine,reduce benefits,https://www.abington.psu.edu/human-resources,No meta date
303,303,100663,Pennsylvania State University-Penn State Brandywine,reduce tuition,https://www.brandywine.psu.edu/tuition-financial-aid,No meta date
304,304,100663,Pennsylvania State University-Penn State Brandywine,reduce tuition,https://www.brandywine.psu.edu/human-resources,No meta date
305,305,100663,Pennsylvania State University-Penn State Brandywine,reduce tuition,http://www.aseniorcitizenguideforcollege.com/2011/09/pennsylvania.html,No meta date
306,306,100663,Pennsylvania State University-Penn State Brandywine,faculty cuts,https://www.collegian.psu.edu/sports/article_1e8f20d8-f621-11ea-bc30-537bc0606d2b.html,No meta date
307,307,100663,Pennsylvania State University-Penn State Brandywine,faculty cuts,https://www.delcotimes.com/news/area-college-students-ready-for-cuts-from-guvs-budget/article_f9c20cda-8177-55c3-8681-5bc00e3479e3.html,No meta date
308,308,100663,Pennsylvania State University-Penn State Brandywine,faculty cuts,https://schuylkill.psu.edu/news?sort=oldest&type=news_article&page=33,No meta date
309,309,100663,Pennsylvania State University-Penn State Brandywine,suspend retirement contributions,https://www.brandywine.psu.edu/admission,No meta date
310,310,100663,Pennsylvania State University-Penn State Brandywine,suspend retirement contributions,https://libraries.psu.edu/databases,No meta date
311,311,100663,Pennsylvania State University-Penn State Brandywine,pay cuts,https://brandywine.psu.edu/news?page=58&sort=newest&type=image,No meta date
312,312,100663,Pennsylvania State University-Penn State Brandywine,pay cuts,https://www.post-gazette.com/news/education/2020/04/27/penn-state-eric-barron-pitt-gallagher-salary-furloughs-jobs-pandemic-covid-19/stories/202004270079,No meta date
313,313,100663,Pennsylvania State University-Penn State Brandywine,pay cuts,https://www.inquirer.com/philly/news/homepage/20110508_penn_state_grapples_with_new_era_of_funding_cuts.html,No meta date
314,314,100663,Pennsylvania State University-Penn State Brandywine,freeze tuition,https://www.brandywine.psu.edu/news?type=news_article&sort=newest&page=2,No meta date
315,315,100663,Pennsylvania State University-Penn State Brandywine,freeze tuition,https://www.post-gazette.com/news/education/2019/07/18/penn-state-university-tuition-freeze-higher-education-college-costs-pennsylvania-brandywine/stories/201907180087,['2019-07-18T17:45:15+00:00']
316,316,100663,Pennsylvania State University-Penn State Brandywine,tenure,https://www.brandywine.psu.edu/campus-committee-list,No meta date
317,317,100663,Pennsylvania State University-Penn State Brandywine,tenure,https://brandywine.psu.edu/news?page=10&sort=newest,No meta date
318,318,100663,Pennsylvania State University-Penn State Brandywine,tenure,https://www.brandywine.psu.edu/news?page=61&sort=oldest,No meta date
319,319,100663,Pennsylvania State University-Penn State Brandywine,increase pay,https://www.brandywine.psu.edu/student-life/student-initiated-fee,No meta date
320,320,100663,Pennsylvania State University-Penn State Brandywine,increase pay,http://brandywine.psu.edu/news?page=50&type=news_article,No meta date
321,321,100663,Pennsylvania State University-Penn State Brandywine,increase pay,https://www.brandywine.psu.edu/gala/student-retention-fund,No meta date
322,322,100663,Pennsylvania State University-Penn State Brandywine,increase benefits,https://www.brandywine.psu.edu/continuing-education,No meta date
323,323,100663,Pennsylvania State University-Penn State Brandywine,increase benefits,https://www.brandywine.psu.edu/story/1252/2013/01/25/brandywine-benefit-performance-raise-funds-abuse-prevention,No meta date
324,324,100663,Pennsylvania State University-Penn State Brandywine,increase benefits,https://www.abington.psu.edu/story/26101/2019/07/18/board-approves-second-consecutive-tuition-freeze-pennsylvania-undergraduates,No meta date
325,325,100663,Pennsylvania State University-Penn State Brandywine,lower tuition,https://www.prepscholar.com/sat/s/colleges/penn-state-brandywine-tuition-financial-aid,No meta date
326,326,100663,Pennsylvania State University-Penn State Brandywine,faculty advancements,https://news.psu.edu/story/544182/2018/10/26/academics/brandywine-faculty-members-lend-voices-national-sustainability,No meta date
327,327,100663,Pennsylvania State University-Penn State Brandywine,faculty advancements,https://brandywine.psu.edu/news?page=8&sort=newest,No meta date
328,328,100663,Pennsylvania State University-Penn State Brandywine,faculty advancements,https://brandywine.psu.edu/content/stanton-cv,No meta date
329,329,100663,Pennsylvania State University-Penn State Brandywine,faculty advancements,https://sites.psu.edu/mcreu2020/category/schreyer-honors-college/,No meta date
330,330,100663,Pennsylvania State University-Penn State Brandywine,promotions,https://www.brandywine.psu.edu/story/4150/2016/05/23/promotions-academic-rank-effective-july-1-2016,No meta date
331,331,100663,Pennsylvania State University-Penn State Brandywine,promotions,https://greatvalley.psu.edu/news?page=24,No meta date
332,332,100663,Pennsylvania State University-Penn State Brandywine,staff support programs,https://www.brandywine.psu.edu/student-life/student-affairs-staff,No meta date
333,333,100663,Pennsylvania State University-Penn State Brandywine,staff support programs,http://brandywine.psu.edu/writing-studio-staff,No meta date
334,334,100663,Pennsylvania State University-Penn State Brandywine,staff support programs,http://brandywine.psu.edu/sites/default/files/campus/anticipating_and_aiding_guide.docx,No meta date
335,335,100663,Pennsylvania State University-Penn State Brandywine,staff support programs,https://www.brandywine.psu.edu/student-life/clubs-organizations,No meta date
336,336,100663,Pennsylvania State University-Penn State Brandywine,staff support programs,https://www.brandywine.psu.edu/admission-staff,No meta date
337,337,100663,Pennsylvania State University-Penn State Brandywine,salary increase,https://www.brandywine.psu.edu/acs-interviewing,No meta date
338,338,100663,Pennsylvania State University-Penn State Brandywine,offer scholarship,https://www.brandywine.psu.edu/scholarships,No meta date
339,339,100663,Pennsylvania State University-Penn State Brandywine,offer scholarship,https://www.brandywine.psu.edu/academics/global-programs/scholarship-opportunities,No meta date
340,340,100663,Pennsylvania State University-Penn State Brandywine,new scholarships,https://www.brandywine.psu.edu/tuition-financial-aid/scholarships,No meta date
341,341,100663,Pennsylvania State University-Penn State Brandywine,new scholarships,https://studentaid.psu.edu/,No meta date
342,342,100663,Pennsylvania State University-Penn State Brandywine,new scholarships,http://tuition.psu.edu/costestimate.aspx,No meta date
343,343,100663,Pennsylvania State University-Penn State Brandywine,increase student financial aid,https://www.brandywine.psu.edu/student-life/student-activity-fee,No meta date
344,344,100663,Pennsylvania State University-Penn State Brandywine,increase student financial aid,https://brandywine.psu.edu/news?page=152&type=image&sort=newest,No meta date
0,345,600500,University of Apple,promotions,www.apple.com,no date
